ATOM RPG Trudograd,CRPG,Survival,Open World,RPG,Sandbox,Post-apocalyptic,Immersive Sim,Story Rich,Isometric,Replay Value,Turn-Based Combat,Exploration,Turn-Based,Singleplayer,Tactical,Atmospheric,Choices Matter,Turn-Based Strategy,Adventure,Dystopian
Deep Rock Galactic - Supporter II Upgrade,Action,Co-op
Farm Together,Agriculture,Multiplayer,Simulation,Relaxing,Casual,Online Co-Op,Building,Farming Sim,Co-op,Cute,Sandbox,Singleplayer,Character Customization,Third Person,Cartoony,Replay Value,Controller,Colony Sim,Female Protagonist,Horses
Viscera Cleanup Detail,Simulation,Gore,Multiplayer,Co-op,First-Person,Funny,Indie,Physics,Sci-fi,Comedy,Space,Singleplayer,Horror,Blood,Casual,Walking Simulator,Sandbox,Parody,Adventure,Relaxing
Call to Arms - Gates of Hell: Scorched Earth,Strategy,Action,Simulation,RTS,World War II,PvE,Level Editor,Military,Realistic,Singleplayer,PvP,Real Time Tactics,Online Co-Op,Multiplayer,Historical
Cosmoteer: Starship Architect & Commander,Early Access,Space,Sandbox,Building,Strategy,Simulation,Open World,Co-op,PvP,Singleplayer,Online Co-Op,Base Building,Automation,Crafting,Multiplayer,Sci-fi,Space Sim,Resource Management,Real Time Tactics,Top-Down
Don't Starve,Survival,Open World Survival Craft,Crafting,Adventure,Indie,Sandbox,Singleplayer,Perma Death,Open World,Exploration,Multiplayer,Roguelike,Replay Value,Moddable,Difficult,Simulation,2D,Top-Down,Survival Horror,Horror
Celeste,Precision Platformer,Pixel Graphics,Difficult,Great Soundtrack,Platformer,Indie,2D Platformer,Female Protagonist,Singleplayer,2D,Story Rich,Adventure,Cute,Puzzle Platformer,Atmospheric,Action,LGBTQ+,Side Scroller,Retro,Exploration
X4: Kingdom End,Action,Simulation,Space,Sandbox,Exploration,Sci-fi,Singleplayer,Trading,Economy,Management,Space Sim,Strategy,4X
Loop Hero,Tactical,Roguelike,Deckbuilding,Choices Matter,Pixel Graphics,Roguelite,Indie,Card Game,Resource Management,Strategy RPG,2D,Dark Fantasy,Old School,Story Rich,Fantasy,RPG,Time Management,Turn-Based Tactics,Minimalist,Adventure
Partisans 1941,Strategy,Real Time Tactics,World War II,Stealth,Tactical,Singleplayer,Isometric,Indie,War,Historical,Tactical RPG,Assassin,Strategy RPG,Atmospheric,Difficult,Character Customization,Action,3D,Third Person,Combat
Old World,Strategy,RPG,Turn-Based Strategy,4X,Grand Strategy,Character Customization,War,Tactical,Tactical RPG,Simulation,Historical,Management,Turn-Based,Singleplayer,Multiplayer,Moddable,Hex Grid,Diplomacy,Exploration,Atmospheric
ENDER LILIES: Quietus of the Knights,Metroidvania,Female Protagonist,Souls-like,Dark Fantasy,Singleplayer,Atmospheric,Great Soundtrack,2D,Difficult,Indie,Multiple Endings,Dark,Post-apocalyptic,Action RPG,Medieval,Action,Hand-drawn,Anime,Dragons,Zombies
Death's Door,Action,Adventure,RPG,Action-Adventure,Action RPG,Hack and Slash,Exploration,Isometric,Dungeon Crawler,Souls-like,3D Platformer,3D,Colorful,Dark Fantasy,Indie,Third Person,Singleplayer,Metroidvania,Fantasy,Combat
Car Mechanic Simulator 2021 - Dodge | Plymouth | Chrysler Remastered DLC,Simulation,Racing,Moddable,Sandbox,Realistic,Immersive Sim
VALKYRIE CONNECT,Free to Play,RPG,Adventure,Anime,JRPG,Multiplayer,PvP,Online Co-Op,Fantasy,Co-op,Action,Nudity
Bread & Fred,Co-op,Local Co-Op,Cute,Pixel Graphics,2D Platformer,Precision Platformer,2D,Psychological Horror,Comedy,Family Friendly,Difficult,Funny,Platformer,Side Scroller,Local Multiplayer,Snow,Multiplayer,Casual,Controller,Colorful
Firewatch,Adventure,Atmospheric,Walking Simulator,Story Rich,Mystery,First-Person,Singleplayer,Exploration,Open World,Indie,Great Soundtrack,Short,Comedy,Funny,Drama,Colorful,Thriller,Mature,Horror,Casual
Tricky Towers,Party Game,Puzzle,Multiplayer,Physics,Casual,Building,Funny,Family Friendly,Arcade,Cartoony,Local Multiplayer,4 Player Local,Online Co-Op,Singleplayer,Local Co-Op,PvP,Strategy,Party,Colorful,Stylized
No One Survived,Survival,Open World,Zombies,Multiplayer,Exploration,Post-apocalyptic,Crafting,Third Person,Action,Singleplayer,Adventure,Survival Horror,Co-op,Building,Online Co-Op,Sandbox,3D,Early Access,Violent,Gore
Wolcen: Lords of Mayhem,Hack and Slash,Action RPG,Isometric,Multiplayer,Action,RPG,Loot,Adventure,Indie,Co-op,Character Customization,Dark Fantasy,Dungeon Crawler,Singleplayer,Controller,Fantasy,Top-Down,Medieval,Online Co-Op,Difficult
Little Misfortune,Adventure,Point & Click,Story Rich,Psychological Horror,Indie,Choices Matter,Horror,Female Protagonist,Cute,Singleplayer,Dark Humor,Dark,Atmospheric,Casual,Dark Fantasy,Funny,2D,Interactive Fiction,Great Soundtrack,Puzzle
Lies of P,Souls-like,Action,Action RPG,Exploration,3D,Adventure,Dark Fantasy,Third Person,Dark,Story Rich,Atmospheric,RPG,Singleplayer,Steampunk,Multiple Endings,Choices Matter,Violent,Replay Value,Gothic,Open World
Arma 3 Tanks,Simulation,Strategy,Action,Military,Tanks,Singleplayer
Isonzo,War,Indie,Simulation,Atmospheric,PvP,Realistic,Military,First-Person,Historical,FPS,World War I,Shooter,Action,Tactical,Multiplayer,Combat,Singleplayer,Strategy,Education,Cinematic
Darksiders Genesis,Action,Adventure,Hack and Slash,Co-op,Multiplayer,Local Co-Op,Isometric,Action RPG,Top-Down,RPG,Dungeon Crawler,Loot,Gore,Singleplayer,Top-Down Shooter,Split Screen,Great Soundtrack,Puzzle,Fantasy,Twin Stick Shooter
Desperados III,Strategy,Real Time Tactics,Stealth,Western,Tactical,Isometric,Singleplayer,Assassin,Difficult,Third Person,Action,Atmospheric,Historical,Violent,Indie,Adventure,Survival,Top-Down,Great Soundtrack,RTS
SOMA,Horror,Psychological Horror,Atmospheric,Survival Horror,Exploration,Dark,Gore,Lovecraftian,Puzzle,First-Person,Sci-fi,Story Rich,Adventure,Indie,Singleplayer,Walking Simulator,Action,Mystery,Philosophical,Drama
Vampire Survivors: Tides of the Foscari,Casual,RPG,Action,Indie,Bullet Hell,Singleplayer,Female Protagonist,Anime,Funny
NARUTO TO BORUTO: SHINOBI STRIKER,Anime,Action,Multiplayer,Character Customization,Fighting,Ninja,Co-op,Open World,PvP,RPG,Massively Multiplayer,Third Person,Adventure,Controller,Team-Based,Singleplayer,Online Co-Op,MMORPG,Strategy,MOBA
Endzone - A World Apart,City Builder,Strategy,Survival,Post-apocalyptic,Simulation,Base Building,Indie,Building,Colony Sim,Sandbox,Management,Singleplayer,Resource Management,Economy,Real-Time,Difficult,Procedural Generation,Realistic,Atmospheric,Early Access
GreedFall,RPG,Open World,Character Customization,Singleplayer,Choices Matter,Story Rich,Third Person,Fantasy,Adventure,Sexual Content,Action RPG,Mature,Action,Action-Adventure,Nudity,Female Protagonist,Atmospheric,Romance,Magic,LGBTQ+
Cuphead - The Delicious Last Course,Indie,Action,Difficult,Cartoon,Co-op,Great Soundtrack,Platformer,2D,Multiplayer,Bullet Hell,Singleplayer,Funny,Souls-like,Hand-drawn,Adventure,Cartoony,2D Platformer,Classic,Local Co-Op,Retro
Ravenfield,FPS,War,Singleplayer,Shooter,Action,Military,First-Person,Sandbox,Early Access,Funny,Team-Based,Tactical,Strategy,Indie,Physics,Simulation,Moddable,Realistic,Atmospheric,Adventure
ROUNDS,Multiplayer,Fighting,Local Multiplayer,2D Fighter,Deckbuilding,Action,Roguelite,Indie,Physics,Card Battler,2D,Roguelike Deckbuilder,PvP,Card Game,Platformer,Side Scroller,Party Game,2D Platformer,Arcade,Twin Stick Shooter
eFootball™ 2023,Football (Soccer),Free to Play,Sports,Multiplayer,eSports,Simulation,Controller,PvP,Local Multiplayer,Co-op,Online Co-Op,Local Co-Op,Singleplayer,Realistic,Comedy,Memes,Violent,LGBTQ+,Anime,Funny
Milk outside a bag of milk outside a bag of milk,Psychological Horror,Visual Novel,Psychedelic,Pixel Graphics,Story Rich,Abstract,2D,Multiple Endings,Indie,Text-Based,Psychological,Singleplayer,Horror,Anime,Surreal,Great Soundtrack,Female Protagonist,Casual,Choices Matter,Point & Click
TRAHA Global,Combat,MMORPG,RPG,Action,Co-op,PvP,PvE,Character Customization,Open World,Party-Based RPG,Action RPG,Action-Adventure,3D,Multiplayer,Third Person,Online Co-Op,Colorful,Cinematic,Lore-Rich,War
Limbus Company,Lore-Rich,RPG,Story Rich,Turn-Based Tactics,Strategy RPG,Turn-Based Combat,Strategy,Anime,Singleplayer,Visual Novel,PvE,Action,Turn-Based Strategy,2D,Dark Fantasy,Roguelite,Free to Play,Sci-fi,Colorful,Cartoon
Mindustry,Base Building,Resource Management,Tower Defense,Strategy,Automation,Multiplayer,Sandbox,Building,Co-op,2D,Pixel Graphics,Online Co-Op,RTS,Singleplayer,Indie,PvE,PvP,Survival,Management,Action
FIVE NIGHTS AT FREDDY'S: HELP WANTED,Horror,VR,Singleplayer,Survival Horror,Robots,First-Person,Action,Psychological Horror,Dark,Survival,Casual,Atmospheric,Difficult,Puzzle,Story Rich,Indie,Strategy,Funny,Adventure,Family Friendly
ARK: Scorched Earth - Expansion Pack,Survival,Adventure,Open World,Dinosaurs,Massively Multiplayer,Action,Dragons,Crafting,Multiplayer,RPG,Base Building,First-Person,Building,Indie,Action-Adventure,Singleplayer,Strategy,Sandbox,FPS,Survival Horror
The Past Within,Co-op,Puzzle,Online Co-Op,Multiplayer,Horror,Mystery,Escape Room,Adventure,Indie,Point & Click,Psychological Horror,Local Co-Op,Local Multiplayer,Story Rich,Atmospheric,Asynchronous Multiplayer,Thriller,2D,3D,Surreal
ATOM RPG: Post-apocalyptic indie game,CRPG,Exploration,Survival,Puzzle,Sandbox,Turn-Based,RPG,Post-apocalyptic,Isometric,Alternate History,Strategy,Open World,Story Rich,Turn-Based Combat,Simulation,Tactical,Atmospheric,Mystery,Singleplayer,Indie
Curse of the Dead Gods,Action Roguelike,Dark Fantasy,Isometric,Difficult,Action,Roguelite,Fighting,Roguelike,Souls-like,Dungeon Crawler,Adventure,Singleplayer,Indie,Exploration,Real-Time,Great Soundtrack,3D,Fantasy,Cartoony,Horror
Arma 3 Helicopters,Simulation,Action,Strategy,Tactical,Military,Flight,Shooter,Singleplayer,Multiplayer
The Callisto Protocol™ - Final Transmission,Action,Adventure,Gore,Violent
Clone Drone in the Danger Zone,Robots,Action,3D Fighter,Swordplay,Fighting,Multiplayer,Indie,Funny,Singleplayer,Voxel,Pixel Graphics,Co-op,Third Person,Online Co-Op,Roguelike,Futuristic,Difficult,Comedy,Survival,Dark Humor
Move or Die,Multiplayer,Funny,Local Multiplayer,Action,Fast-Paced,2D,Indie,4 Player Local,Online Co-Op,Platformer,Casual,Competitive,Co-op,Local Co-Op,Arcade,Great Soundtrack,Memes,Party Game,Singleplayer,Moddable
We Were Here Too,Escape Room,Online Co-Op,Puzzle,Co-op,Horror,Action-Adventure,Investigation,Multiplayer,First-Person,Atmospheric,Adventure,Multiple Endings,Co-op Campaign,Psychological Horror,Mystery,Linear,Casual,Dark,Immersive,Indie
PlateUp!,Co-op,Management,Roguelite,Cooking,Building,Roguelike,Cute,Local Co-Op,Procedural Generation,Funny,Base Building,Casual,Action Roguelike,Controller,Strategy,4 Player Local,Online Co-Op,Top-Down,Singleplayer,Action
Crusader Kings III: Legacy of Persia,Strategy,RPG,Simulation
Need for Drive - Open World Multiplayer Racing,Racing,Sports,Driving,Automobile Sim,Management,Open World,Cute,Funny,Multiple Endings,Simulation,Third Person,Casual,Family Friendly,Realistic,Atmospheric,Comedy,Multiplayer,Old School,Massively Multiplayer,Singleplayer
Bendy and the Ink Machine,Horror,First-Person,Singleplayer,Puzzle,Cartoony,Survival Horror,Cartoon,Dark,Mystery,Indie,Story Rich,Action,Great Soundtrack,Atmospheric,Adventure,Psychological Horror,Violent,Funny,Cute,Free to Play
Above Snakes,Open World,Atmospheric,Open World Survival Craft,Sandbox,Building,Relaxing,Exploration,Crafting,Western,Female Protagonist,Isometric,RPG,Adventure,Stylized,Colorful,Base Building,Cozy,Singleplayer,Simulation,Survival
Necromunda: Hired Gun,Action,Adventure,Warhammer 40K,Shooter,FPS,Gore,Singleplayer,First-Person,Violent,Action-Adventure,Games Workshop,Combat,Dog,Character Customization,Female Protagonist,Looter Shooter,Cyberpunk,Nudity,Open World,Sexual Content
Do Not Feed the Monkeys 2099,Dystopian,Life Sim,Choices Matter,Strategy,Multiple Endings,Management,Dark Humor,Funny,Resource Management,Simulation,2D,Story Rich,Pixel Graphics,Singleplayer,Indie,Investigation,Sci-fi,Sequel,Atmospheric,Sexual Content
Frostpunk: The Last Autumn,Strategy,Simulation,City Builder,Survival,Steampunk
Team Fortress Classic,Action,FPS,Multiplayer,Classic,Hero Shooter,Shooter,Team-Based,Class-Based,First-Person,1990's,Old School,Co-op,Competitive,Fast-Paced,Retro,Online Co-Op,Violent,Mod,Funny,Remake
Gunfire Reborn - Visitors of Spirit Realm,Action,Adventure,Indie,RPG,FPS,Roguelike,Online Co-Op
Pillars of Eternity II: Deadfire,RPG,Party-Based RPG,Isometric,Story Rich,CRPG,Fantasy,Character Customization,Singleplayer,Choices Matter,Open World,Turn-Based,Real-Time with Pause,Adventure,Pirates,Nudity,Exploration,Great Soundtrack,Romance,Atmospheric,Female Protagonist
Prison Architect,Simulation,Building,Sandbox,Strategy,Base Building,Colony Sim,Management,City Builder,2D,Top-Down,Economy,Resource Management,Multiplayer,Singleplayer,Capitalism,Moddable,Funny,Replay Value,Indie,Casual
Hunt: Showdown - The Prodigal Daughter,Action,Gore,Violent,FPS,PvP,Shooter,Horror,Perma Death,Western,First-Person,Atmospheric,Hunting,Battle Royale,Multiplayer,Zombies,Co-op,Female Protagonist,Team-Based
Shadow Warrior 3: Definitive Edition,FPS,Action,Adventure,Shooter,Arena Shooter,Beautiful,First-Person,Cinematic,Colorful,Gore,Atmospheric,Realistic,Dark,Demons,Dark Fantasy,Destruction,Dragons,Fantasy,Funny,Ninja
Pacify,Horror,Multiplayer,Co-op,Survival Horror,Online Co-Op,Psychological Horror,Thriller,Action,Indie,Adventure,Dark,First-Person,Singleplayer,Gore,Strategy,Puzzle,Sexual Content,Casual,Atmospheric,PvP
Half-Life: Blue Shift,FPS,Action,Sci-fi,Singleplayer,Shooter,Aliens,Classic,First-Person,Zombies,Adventure,1990's,Short,Atmospheric,Silent Protagonist,Story Rich,Puzzle,Moddable,Great Soundtrack,Retro,Old School
SpongeBob SquarePants: The Cosmic Shake,Platformer,Family Friendly,3D Platformer,Action,Comedy,Singleplayer,Controller,Action-Adventure,Colorful,Third Person,Funny,Story Rich,Cartoon,Great Soundtrack,Adventure,Open World,Collectathon,Memes,Mature
Library Of Ruina,Story Rich,Strategy,Card Game,Difficult,Deckbuilding,Turn-Based Combat,Singleplayer,Indie,Psychological Horror,Visual Novel,Gore,Turn-Based,Great Soundtrack,RPG,Card Battler,Anime,Horror,Turn-Based Strategy,2D,Action
V Rising - Sinister Evolution Pack,Action,Adventure,Massively Multiplayer
Hydroneer,Base Building,Mining,Sandbox,Co-op,Funny,Open World,Automation,Building,Casual,Resource Management,Indie,Simulation,Multiplayer,Singleplayer,Adventure,Crafting,First-Person,Strategy,Split Screen,Family Friendly
IdleOn - The Idle MMO,Idler,Management,Pixel Graphics,MMORPG,Crafting,RPG,Clicker,Resource Management,Sandbox,Massively Multiplayer,Casual,Simulation,Indie,Free to Play,Multiplayer,Early Access,Character Customization,Old School,Anime,PvE
MELTY BLOOD: TYPE LUMINA,2D Fighter,Anime,Pixel Graphics,PvP,Spectacle fighter,Lore-Rich,Local Multiplayer,Tutorial,Action,Multiplayer,eSports,Vampire,2D,Fighting,Competitive,Arcade,Controller,Singleplayer,Visual Novel,Modern
Dome Keeper,Roguelike,Mining,Sci-fi,Action,Arcade,Combat,Aliens,Procedural Generation,Tower Defense,Atmospheric,Resource Management,Space,Exploration,Management,Adventure,Simulation,Controller,Pixel Graphics,Sandbox,Tactical
Outer Wilds - Echoes of the Eye,Adventure,Action,Horror,Exploration,Mystery,Space,Atmospheric,Story Rich,Puzzle,Great Soundtrack,First-Person,Sci-fi,Singleplayer,Stealth,Psychological Horror,Indie
Day of Defeat,FPS,World War II,Multiplayer,Shooter,Action,War,Team-Based,Classic,First-Person,Class-Based,Military,Historical,Tactical,Singleplayer,Co-op,Retro,Difficult,Old School,Strategy,World War I
Dead Cells: The Bad Seed,Action,Indie,Roguelike,Metroidvania,Roguelite,Pixel Graphics,Souls-like,2D
Deathmatch Classic,Action,FPS,Classic,Multiplayer,Shooter,First-Person,Arena Shooter,Old School,Sci-fi,Competitive,Fast-Paced,Gore,Retro,Co-op,Difficult,1990's
Caliber,Multiplayer,Third-Person Shooter,Shooter,Co-op,PvE,PvP,Action,Tactical,Team-Based,Third Person,Character Customization,3D,eSports,Gun Customization,Class-Based,Massively Multiplayer,Realistic,Sniper,Atmospheric,Thriller
Journey,Beautiful,Adventure,Atmospheric,Indie,Exploration,Great Soundtrack,Relaxing,Co-op,Walking Simulator,Casual,Multiplayer,Story Rich,Stylized,Family Friendly,Music,Classic,Mystery,Narrative,3D,Singleplayer
DUSK,FPS,Retro,Shooter,Fast-Paced,Horror,Old School,First-Person,Great Soundtrack,Lovecraftian,1990's,Action,Dark Humor,Singleplayer,Classic,Atmospheric,Arena Shooter,Blood,Level Editor,PvP,Bullet Time
Hunt: Showdown – Frau Perchta,Action,Gore,Violent
Internet Cafe Simulator 2,Simulation,Management,Exploration,3D,Memes,Sandbox,First-Person,Arcade,Life Sim,Immersive Sim,Realistic,Singleplayer,Economy,Atmospheric,Sexual Content,Hacking,Funny,Open World,Indie,Multiple Endings
Not For Broadcast,Adventure,1980s,Dystopian,Choices Matter,Simulation,Dark Comedy,Story Rich,FMV,Multiple Endings,Choose Your Own Adventure,Political Sim,Management,Interactive Fiction,Political,Atmospheric,Point & Click,Alternate History,First-Person,Singleplayer,Indie
Battle Brothers - Blazing Deserts,Strategy,RPG,Indie,Turn-Based Combat
DJMAX RESPECT V,Rhythm,Casual,Music,Action,Sports,Great Soundtrack,Anime,Multiplayer,Sexual Content,Singleplayer,Competitive,Difficult,Arcade,Early Access,Nudity,2D,Mature,Cute,Hentai
Onmyoji,RPG,Free to Play,Anime,Strategy,Turn-Based,Adventure,Multiplayer,Fantasy,Early Access,PvP,Mythology
Hunt: Showdown – Fear The Reaper,Action,Gore,Violent,Perma Death,Multiplayer,PvP,First-Person,Horror,Zombies,Survival,FPS,Combat,Atmospheric,Character Customization,Beautiful,Hunting,America,Team-Based,Survival Horror,Shooter
BPM: BULLETS PER MINUTE,FPS,Rhythm,Action,Roguelike,Indie,Adventure,Shooter,Action Roguelike,Rock Music,Music,Great Soundtrack,Roguelite,Difficult,Singleplayer,First-Person,Female Protagonist,Fast-Paced,Bullet Hell,Procedural Generation
Gas Station Simulator,Simulation,Economy,Building,Indie,Singleplayer,Multiplayer,Base Building,Realistic,Relaxing,First-Person,Open World,Crafting,Management,Casual,Funny,Design & Illustration,Family Friendly,Memes,Co-op,Destruction
Stellaris: First Contact Story Pack,Strategy,Simulation,Space,Sci-fi
Wargame: Red Dragon,Strategy,RTS,Military,Realistic,Wargame,Cold War,Tactical,Multiplayer,Real Time Tactics,War,Simulation,Naval,Alternate History,Singleplayer,Real-Time,Action,Co-op,Difficult,Epic,Adventure
Kingdoms Reborn,City Builder,Base Building,Colony Sim,Management,Medieval,Strategy,Multiplayer,Economy,Resource Management,Online Co-Op,Simulation,Co-op,PvP,Early Access,3D,Procedural Generation,Singleplayer,Indie,Turn-Based,Building
CarX Drift Racing Online - Season Pass,Sports,Racing,Massively Multiplayer,Simulation
Into the Radius VR,VR,Survival,Atmospheric,Horror,Post-apocalyptic,Open World,Shooter,Singleplayer,Survival Horror,FPS,Exploration,Realistic,First-Person,Indie,Gun Customization,Tactical,Simulation,Physics,Action,Violent
Stick Fight: The Game,Multiplayer,Funny,Fighting,Action,Local Multiplayer,2D Fighter,4 Player Local,PvP,2D,Casual,Physics,Online Co-Op,Shooter,Local Co-Op,Indie,Controller,Co-op,Great Soundtrack,Split Screen,Strategy
TUNIC,Exploration,Puzzle,Souls-like,Cute,Metroidvania,Difficult,Action-Adventure,Isometric,RPG,Action RPG,3D,Top-Down,Controller,Nonlinear,Colorful,Stylized,Atmospheric,Action,Fantasy,Family Friendly
Dead Cells: The Queen and the Sea,Action,Indie,Roguelike,Roguelite,Pixel Graphics,Metroidvania
Workers & Resources: Soviet Republic,City Builder,Economy,Strategy,Simulation,Building,Management,Early Access,Political Sim,Trains,Indie,Cold War,Transportation,Politics,Historical,Political,Realistic,Singleplayer,Choices Matter,Resource Management,Multiple Endings
THE KING OF FIGHTERS XV,2D Fighter,Action,Fighting,PvP,Multiplayer,3D,Singleplayer,Anime,Arcade,Competitive,Great Soundtrack,Sexual Content,2.5D,Local Multiplayer,Female Protagonist
Car Mechanic Simulator 2018,Simulation,Automobile Sim,Driving,Building,Realistic,Racing,Singleplayer,Multiplayer,First-Person,Sandbox,Education,Crafting,Moddable,Open World,Physics,Management,Great Soundtrack,Strategy,Memes,Co-op
Magicka,Comedy,Co-op,Action,Fantasy,Online Co-Op,Magic,RPG,Multiplayer,Adventure,Funny,Local Co-Op,4 Player Local,Indie,Local Multiplayer,Difficult,Singleplayer,Team-Based,Action RPG,Arcade,Strategy
Mechabellum,Early Access,Strategy,Auto Battler,Multiplayer,Simulation,Robots,Mechs,War,Turn-Based,PvP,Action,Co-op,Singleplayer,RTS,Turn-Based Strategy,Tower Defense,Turn-Based Tactics,Real Time Tactics,Wargame,Action RTS
PICO PARK,Multiplayer,Online Co-Op,Puzzle Platformer,Casual,Cute,Co-op,Local Multiplayer,Local Co-Op,Platformer,Action,2D,Pixel Graphics,Indie,Horror,Funny,Retro,Puzzle,Party Game,Difficult,Souls-like
Rain World: Downpour,Adventure,Indie,Action,Simulation,Difficult,Survival,Atmospheric,Great Soundtrack,Exploration,Open World,2D,Pixel Graphics,Beautiful,Platformer,Dating Sim,Local Co-Op,Cute,Psychological Horror,Co-op,Souls-like
POSTAL: Brain Damaged,Funny,Comedy,Memes,FPS,Action,Shooter,Gore,Soundtrack,Fast-Paced,First-Person,Violent,Retro,Horror,1990's,Old School,Psychedelic,Stylized,Singleplayer,Arcade,Atmospheric
Northgard - Cross of Vidar Expansion Pack,Strategy,Simulation,Indie
Enter the Gungeon,Bullet Hell,Action Roguelike,Roguelike,Pixel Graphics,Difficult,Dungeon Crawler,Indie,Local Co-Op,Twin Stick Shooter,Action,Multiplayer,2D,Co-op,Top-Down,Shooter,Singleplayer,Loot,Roguelite,Cute,Funny
Fishing Planet,Fishing,Free to Play,Multiplayer,Simulation,Sports,Relaxing,Realistic,Massively Multiplayer,First-Person,Co-op,Open World,Singleplayer,Online Co-Op,Family Friendly,Adventure,Casual,VR,Action,MMORPG,FPS
The Walking Dead: Saints & Sinners - Chapter 2: Retribution,VR,Action,Zombies,Survival Horror,Adventure,Horror,RPG,Action RPG,Action-Adventure,Singleplayer,Shooter,FPS,First-Person,Survival,Choices Matter,Open World,Combat,Gore,Violent,Multiplayer
Gloomhaven,Dark Fantasy,Turn-Based Combat,Card Game,Turn-Based Strategy,Unforgiving,Tactical RPG,Class-Based,Strategy,Difficult,Co-op Campaign,3D,Deckbuilding,RPG,Tactical,Turn-Based Tactics,Turn-Based,Singleplayer,Party-Based RPG,Dungeon Crawler,Board Game
VA-11 Hall-A: Cyberpunk Bartender Action,Cyberpunk,Visual Novel,Pixel Graphics,Story Rich,Female Protagonist,Dystopian,LGBTQ+,Choices Matter,Point & Click,Casual,Simulation,Anime,Memes,Transhumanism,2D,Adventure,Life Sim,Funny,Cute,Sci-fi
Craft The World,Sandbox,Crafting,Colony Sim,Building,Survival,Strategy,Indie,Simulation,Multiplayer,2D,RPG,City Builder,Open World,Singleplayer,Resource Management,Fantasy,Adventure,God Game,Tower Defense,Side Scroller
Shop Titans,Free to Play,Simulation,RPG,Adventure,Casual,Management,Base Building,Multiplayer,Crafting,Economy,Singleplayer,Medieval,Addictive,Fantasy,Relaxing,Cute,Colorful,Family Friendly,Beautiful,Idler
Ruined King: A League of Legends Story™,RPG,Turn-Based Combat,Singleplayer,Fantasy,Isometric,Story Rich,Indie,Adventure,JRPG,Great Soundtrack,Female Protagonist
Kingdom Eighties,Building,Action,Tower Defense,Casual,Controller,Side Scroller,Story Rich,Atmospheric,Arcade,Strategy,Adventure,Singleplayer,2D Fighter,Historical,Simulation,Realistic,Horses,Colony Sim,RPG,Sandbox
CARRION,Villain Protagonist,Pixel Graphics,Gore,Action,Indie,Horror,Violent,Adventure,Metroidvania,2D,Singleplayer,Blood,Puzzle,Physics,Lovecraftian,Sci-fi,Platformer,Mature,Great Soundtrack,Atmospheric
The Surge 2,Souls-like,RPG,Action,Open World,Violent,Sci-fi,Difficult,Singleplayer,Third Person,Cyberpunk,Character Customization,Multiplayer,Gore,Mechs,Hack and Slash,Action RPG,Female Protagonist,Robots,Nudity,Co-op
Journey To The Savage Planet,Adventure,Action,Exploration,Action-Adventure,3D Platformer,First-Person,Arcade,Colorful,Multiplayer,Comedy,Shoot 'Em Up,Dark Comedy,1990's,Dark Humor,Co-op,Story Rich,Singleplayer,Metroidvania,Violent,Sci-fi
Lobotomy Corporation | Monster Management Simulation,Management,Difficult,Simulation,Story Rich,Horror,Psychological Horror,Gore,Indie,Great Soundtrack,Strategy,Singleplayer,2D,Cute,Lovecraftian,Anime,Atmospheric,RTS,Roguelike,Roguelite,Visual Novel
Craftopia,Open World,Crafting,Survival,Multiplayer,Open World Survival Craft,Sandbox,RPG,Building,Action,Online Co-Op,Early Access,Adventure,Co-op,Anime,Indie,Character Customization,Hack and Slash,Automation,Singleplayer,Third Person
Terra Nil,Nature,Strategy,Relaxing,Puzzle,City Builder,Procedural Generation,Atmospheric,Casual,Turn-Based Strategy,2.5D,Isometric,Singleplayer,Colorful,Emotional,Cute,Resource Management,Family Friendly,Stylized,Instrumental Music,Post-apocalyptic
ARK: Aberration - Expansion Pack,Adventure,Action,Massively Multiplayer,Survival,Open World,Dinosaurs,RPG,Exploration,Indie,Multiplayer,Building,Crafting,Singleplayer,Fantasy,Co-op,Base Building,Sandbox,Free to Play,PvE,Sci-fi
X4: Tides of Avarice,Action,Simulation,Space,Exploration,Singleplayer,Space Sim,Sci-fi,Strategy,Sandbox,First-Person
Banishers: Ghosts of New Eden,Adventure,Action,RPG,Story Rich,Action RPG,Action-Adventure,Exploration,3D,Cinematic,Dark Fantasy,Demons,Fantasy,Horror,Hunting,Investigation,Vampire,Combat,Narration,Singleplayer,Violent
Undisputed,3D Fighter,Third Person,3D,Combat,Controller,Boxing,Fighting,Multiplayer,Realistic,Sports,Early Access,Singleplayer,Local Multiplayer,Action,eSports,Simulation,PvE,PvP,Character Customization,Immersive Sim
Stronghold Crusader 2,Strategy,Medieval,City Builder,RTS,Multiplayer,Simulation,Historical,Co-op,Building,Classic,Singleplayer,Resource Management,Atmospheric,Sandbox,Action,Tactical,Open World,Adventure,Survival,Indie
Zero Hour,Tactical,Shooter,FPS,Realistic,Multiplayer,Action,First-Person,Online Co-Op,Military,PvP,Team-Based,Strategy,Immersive Sim,Simulation,Stealth,3D,Combat,PvE,Violent,Early Access
ARK: Extinction - Expansion Pack,Adventure,Action,Massively Multiplayer,Survival,RPG,Open World,Dinosaurs,Indie,Multiplayer,Singleplayer,Crafting,Co-op,Sandbox,Building,Base Building,Sci-fi,Difficult,Exploration,Strategy,First-Person
