Propnight Supporter Pack,Action,Adventure,Casual
Rick and Morty: Virtual Rick-ality,Adventure,VR,Simulation,Indie,Funny,Comedy,Sci-fi,Violent,Memes,First-Person,Psychological Horror,Sandbox,Singleplayer,Cartoon,Nudity,Multiplayer,Puzzle,Anime
The Final Station,Pixel Graphics,Post-apocalyptic,Survival,Indie,2D,Adventure,Zombies,Action,Atmospheric,Trains,Singleplayer,Story Rich,Resource Management,Horror,Shooter,Side Scroller,Great Soundtrack,Platformer,Sci-fi,Short
Imperator: Rome,Strategy,Grand Strategy,Simulation,Rome,Historical,Political Sim,Singleplayer,Political,Management,Multiplayer,Economy,War,Politics,Moddable,Real-Time with Pause,Open World,Early Access,Sandbox,Choices Matter,Alternate History
Graveyard Keeper - Stranger Sins,Adventure,Simulation,RPG,Indie,Gore,Pixel Graphics
Gorilla Tag,Psychological Horror,VR,Multiplayer,Parkour,Horror,First-Person,Funny,Survival Horror,3D,3D Platformer,Action,PvP,Platformer,Casual,Nature,Physics,6DOF,NSFW,Early Access,Minimalist
F.I.S.T.: Forged In Shadow Torch,Metroidvania,Platformer,Action,Steampunk,Adventure,Singleplayer,2D Platformer,Story Rich,Exploration,Action-Adventure,Retro,Linear,Indie,Combat,3D Vision,2.5D,Simulation,Old School,Third Person,Stylized
House Flipper - Garden DLC,Simulation,Casual,Indie,Singleplayer,Building,Relaxing,First-Person,Realistic,Family Friendly,Design & Illustration,Sandbox,Destruction,Base Building,Management,Economy,3D,Beautiful,Education,Replay Value,Moddable
Fishing Planet: Revolutionary Pack,Simulation,Free to Play,Massively Multiplayer,Sports
Night of the Dead,Early Access,Survival,Zombies,Base Building,Open World,Multiplayer,Open World Survival Craft,Female Protagonist,Tower Defense,Sandbox,Building,PvE,Hunting,Simulation,Action,PvP,Survival Horror,Adventure,Third Person,Horror
Lost Eidolons,RPG,Strategy RPG,Turn-Based Strategy,Turn-Based Tactics,Tactical RPG,Turn-Based Combat,CRPG,Fantasy,Medieval,Tactical,Singleplayer,Strategy,3D,Story Rich,Character Customization,Top-Down,Casual,Combat,Magic,Indie
Thief Simulator - Luxury Houses DLC,Action,Indie,Simulation,Adventure
Phoenix Point,Tactical,Turn-Based Strategy,Grand Strategy,RPG,Procedural Generation,Third-Person Shooter,Strategy,Perma Death,PvE,Aliens,Character Customization,Post-apocalyptic,Third Person,Horror,First-Person,Isometric,Tutorial,Tactical RPG,Transhumanism,3D
ArcaniA,RPG,Open World,Fantasy,Singleplayer,Third Person,Adventure,Action RPG,Action,Gothic,Medieval,Magic,Casual,Hack and Slash,Great Soundtrack
Session: Skate Sim,Sports,Singleplayer,Simulation,Skateboarding,Indie,Action,Realistic,Third Person,Exploration,Difficult,Early Access,Family Friendly,Funny,Physics,Character Customization,Immersive Sim,Skating,Parkour,Strategy,Multiplayer
Europa Universalis IV: Lions of the North,Strategy,Simulation,Historical,Grand Strategy,Memes,Alternate History
Aliens: Fireteam Elite - Pathogen Expansion,Action,RPG,Violent
Skul: The Hero Slayer,Indie,Action,Action Roguelike,Pixel Graphics,2D,Roguelite,Roguelike,Singleplayer,Platformer,Metroidvania,Difficult,Side Scroller,Adventure,Hack and Slash,Villain Protagonist,Action-Adventure,Fantasy,Story Rich,Cute,Multiplayer
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,RPG,Turn-Based Tactics,Adventure,Turn-Based,Singleplayer,Strategy,Turn-Based Strategy,Action,Character Customization,Dungeon Crawler,Indie,Funny,Difficult,Tactical,Story Rich,Third Person,Sexual Content,Fantasy,Atmospheric,Great Soundtrack
ZERO Sievert,Survival,Post-apocalyptic,Looter Shooter,Action,Shooter,Early Access,Open World,Adventure,Top-Down,Simulation,Singleplayer,Indie,Strategy,Atmospheric,Exploration,Loot,Base Building,Survival Horror,Action-Adventure,Immersive
Coffee Talk Episode 2: Hibiscus & Butterfly,Conversation,Relaxing,Interactive Fiction,Pixel Graphics,Simulation,Atmospheric,Visual Novel,2D,LGBTQ+,Choices Matter,Story Rich,Casual,Anime,Fantasy,Emotional,Drama,Colorful,Singleplayer,Adventure,Indie
Cruelty Squad,Capitalism,Immersive Sim,Surreal,FPS,Psychological Horror,Cyberpunk,Shooter,Psychedelic,Stealth,Lore-Rich,First-Person,Dark Humor,Stylized,Dystopian,Action,Post-apocalyptic,Assassin,Tactical,Retro,Simulation
Potion Permit,Singleplayer,Colorful,JRPG,Pixel Graphics,Life Sim,Cozy,Dating Sim,Adventure,Crafting,Wholesome,Relaxing,Casual,Simulation,Fishing,Character Customization,RPG,Action RPG,Cute,Action-Adventure,2D
Crusader Kings III: Wards & Wardens,Strategy,RPG,Simulation
Stellaris: Apocalypse,Strategy,Simulation,4X,Space,Grand Strategy,Post-apocalyptic
Ghost of a Tale,Adventure,Stealth,Atmospheric,Cute,Singleplayer,RPG,Fantasy,Indie,Third Person,Medieval,Action,Funny,Open World,Narration,Story Rich,Action RPG,Great Soundtrack,Exploration,Horror,Puzzle
Yuppie Psycho: Executive Edition,Puzzle,Exploration,2D,Cute,Horror,Psychological Horror,Top-Down,Dark Humor,Cyberpunk,Choices Matter,Story Rich,Controller,Multiple Endings,Pixel Graphics,Anime,Stealth,Adventure,Survival Horror,Singleplayer,Blood
Ancestors Legacy,Strategy,Medieval,RTS,Historical,Violent,Real-Time,Tactical,War,Multiplayer,Great Soundtrack,Atmospheric,Singleplayer,Vikings,Gore,Action,Co-op,Base Building,Real Time Tactics,City Builder,Local Multiplayer
CUSTOM ORDER MAID 3D2 It's a Night Magic,Sexual Content,Nudity,Mature,Character Customization,Anime,Hentai,Simulation,NSFW,VR,Singleplayer,Adventure,Indie,3D,Visual Novel,Cute,Dating Sim,FPS,Romance,Female Protagonist,Story Rich
FPS Monitor – hardware in-game & desktop overlays,Utilities,Web Publishing,Video Production,Game Development,Software
What Remains of Edith Finch,Story Rich,Atmospheric,Walking Simulator,First-Person,Exploration,Mystery,Adventure,Singleplayer,Female Protagonist,Indie,Great Soundtrack,Narration,Short,Drama,Psychological Horror,Dark,Puzzle,Horror,Visual Novel,Lovecraftian
Euro Truck Simulator 2 - Renault Trucks T Tuning Pack,Simulation,Indie,Driving
Tiny Bunny: Full Soundtrack,Great Soundtrack
Beholder,Dystopian,Choices Matter,Political Sim,Strategy,Simulation,Atmospheric,Singleplayer,Dark,Story Rich,Multiple Endings,Political,Point & Click,Dark Humor,Indie,Great Soundtrack,3D,Adventure,2D,RPG,Violent
Armored Warfare,Tanks,Free to Play,Action,Multiplayer,Vehicular Combat,Massively Multiplayer,War,Shooter,Military,PvP,PvE,Online Co-Op,Simulation,Competitive,Cold War,Singleplayer,FPS,Open World,Historical,Realistic
Frozen Flame,Early Access,Open World Survival Craft,Adventure,Online Co-Op,Base Building,RPG,Exploration,Open World,Action,Survival,Co-op Campaign,Sandbox,Fantasy,Colorful,PvP,Building,Dark Fantasy,Crafting,Multiplayer,Hack and Slash
Atlas Fallen,Action,Adventure,Action RPG,Action-Adventure,Exploration,3D,Cinematic,Demons,Fantasy,Online Co-Op,Loot,Magic,Mystery,Supernatural,Singleplayer,Combat,Female Protagonist,Narration,Story Rich,RPG
UBOAT,Early Access,World War II,Simulation,Naval Combat,Military,Submarine,Naval,War,Open World,Realistic,Historical,Action,Singleplayer,Moddable,Shooter,Management,Physics,Replay Value,RTS,Sandbox
Governor of Poker 3,Gambling,Card Game,Free to Play,Multiplayer,Sports,Character Customization,Massively Multiplayer,Strategy,Western,Relaxing,Team-Based,Conversation,Casual,Resource Management,Simulation,PvP,Cartoony,Gaming,Family Friendly,Party
Danganronpa: Trigger Happy Havoc,Anime,Visual Novel,Mystery,Detective,Story Rich,Great Soundtrack,Singleplayer,Psychological Horror,Adventure,Horror,Dark Comedy,Puzzle,Dark Humor,Point & Click,Funny,Comedy,Exploration,Survival,Action,Memes
Impostor Factory,Story Rich,Emotional,Pixel Graphics,Adventure,RPG,2D,Singleplayer,Top-Down,Atmospheric,Psychological Horror,Comedy,Mystery,Lovecraftian,Interactive Fiction,Narrative,Linear,Cute,Funny,Retro,JRPG
SUPERHOT VR,VR,Shooter,Bullet Time,FPS,Puzzle,Time Manipulation,First-Person,Atmospheric,Cyberpunk,Cinematic,Action,Singleplayer,Sci-fi,Minimalist,Adventure,Artificial Intelligence,Hero Shooter,Combat,Retro,Old School
Gordian Quest,RPG,2D,Card Game,Card Battler,Strategy,Adventure,Indie,Turn-Based,PvP,Fantasy,Roguelike Deckbuilder,Deckbuilding,Turn-Based Combat,Roguelike,Roguelite,Turn-Based Strategy,Turn-Based Tactics,Procedural Generation,Replay Value,Tactical
BloodRayne 2: Terminal Cut,Action,Character Action Game,Female Protagonist,Vampire,Third-Person Shooter,Hack and Slash,Gore,Horror,Spectacle fighter,Blood,Sexual Content,Mature,Action-Adventure,Nudity,Platformer,Sequel,Third Person,Singleplayer,Adventure,Violent
Men of War: Assault Squad 2 - Ostfront Veteranen,Strategy,Simulation,Action,Singleplayer
Hunt: Showdown - Meridian Turncoat,Action,Gore,Violent,Multiplayer,Survival,Horror,Perma Death,Shooter,Survival Horror,Team-Based,First-Person,Combat,Atmospheric,Character Customization,Beautiful,FPS,Lore-Rich,Gun Customization,Hunting,America
American Truck Simulator - New Mexico,Simulation,Indie,Open World,Driving,America,Multiplayer,Realistic,Singleplayer
Darkest Dungeon®: The Shieldbreaker,Indie,Strategy,RPG,Linear,Drama,Crime,Investigation,Conspiracy,Mod,Dark Comedy,Illuminati,Walking Simulator,Dark Humor
Unturned - Permanent Gold Upgrade,Free to Play,Survival,Zombies,Multiplayer,Open World,Adventure,Action,Crafting,Sandbox,Shooter,Co-op,FPS,Singleplayer,Post-apocalyptic,Indie,Casual,Funny,Massively Multiplayer,RPG,Horror
Fantasy Grounds Unity,RPG,Dungeons & Dragons,Strategy,Software,Utilities,Indie,Fantasy,Party-Based RPG,Online Co-Op,Turn-Based,Adventure,Turn-Based Combat,Co-op Campaign,Turn-Based Strategy,Tabletop,Co-op,Strategy RPG,Tactical RPG,Level Editor,Multiplayer
Hunt: Showdown - Biatatá - Still Waters Run Deep,Action,Gore,Violent,Character Customization,Beautiful,Team-Based,Gun Customization,Hunting,America,Battle Royale,Western,Zombies,Survival,FPS,Horror,Tactical,Great Soundtrack,Perma Death,Shooter,PvP
To the Moon,Story Rich,Great Soundtrack,Indie,Emotional,RPGMaker,Adventure,Pixel Graphics,Singleplayer,Interactive Fiction,RPG,Romance,Short,2D,Funny,Psychological,Retro,Cute,Linear,Casual,Female Protagonist
CONVERGENCE: A League of Legends Story™,2D Platformer,Adventure,Platformer,Time Manipulation,Singleplayer,Colorful,Metroidvania,Fantasy,Stylized,Action,Combat,Linear
Deceit - Starter Pack,Indie,Action,Gore,Violent,Multiplayer,Funny,Mystery,Social Deduction,Horror,Shooter,First-Person
The Sinking City - Worshippers of the Necronomicon,Violent,Gore,Realistic
SnowRunner - Jeep Dual Pack,Adventure,Simulation
PROJECT: PLAYTIME,Multiplayer,Survival Horror,Horror,Puzzle,Online Co-Op,Team-Based,Romance,3D,Cute,Character Customization,First-Person,Dark,Psychological Horror,Action,Lore-Rich,Atmospheric,Exploration,Early Access,Third Person,Realistic
Backpack Hero,Early Access,Strategy,Roguelike Deckbuilder,Indie,Inventory Management,Singleplayer,RPG,Turn-Based,Replay Value,Roguelike,Roguelite,Dungeon Crawler,Deckbuilding,Procedural Generation,Card Battler,Tactical,Cute,Cozy,Loot,Mouse only
Clustertruck,Parkour,Automobile Sim,Action,First-Person,3D Platformer,Singleplayer,Physics,Indie,Fast-Paced,Difficult,Destruction,Funny,Great Soundtrack,Platformer,Strategy,Casual,Level Editor,Racing,Adventure,Multiplayer
Tetris® Effect: Connected,Puzzle,Casual,Colorful,Abstract,Psychedelic,VR,Stylized,Controller,PvP,Score Attack,Co-op,Tutorial,Local Co-Op,Local Multiplayer,Multiplayer,Great Soundtrack,Singleplayer,Online Co-Op,Indie,Beautiful
"Papers, Please",Indie,Political,Simulation,Singleplayer,Point & Click,Pixel Graphics,Dystopian,Multiple Endings,Puzzle,Story Rich,Retro,Atmospheric,2D,Great Soundtrack,Addictive,Strategy,Replay Value,Casual,Adventure,Difficult
The Messenger,Retro,Platformer,Metroidvania,Pixel Graphics,2D,Ninja,Great Soundtrack,Indie,Action,2D Platformer,Singleplayer,Funny,Action-Adventure,Difficult,Time Travel,Adventure,Side Scroller,Comedy,Beautiful,Epic
Brewmaster: Beer Brewing Simulator,Simulation,Crafting,Sandbox,Relaxing,First-Person,Education,Realistic,Singleplayer,Economy,Physics,Management,Immersive Sim,Indie,Cooking,Replay Value,Cozy,Wholesome,Casual,Controller,3D
Gloomwood,Early Access,Immersive Sim,Stealth,Survival Horror,FPS,First-Person,Exploration,Atmospheric,Steampunk,Shooter,PvE,Singleplayer,Gothic,Physics,Retro,Action,Lovecraftian,Dark,Resource Management,Mystery
PAYDAY 2: John Wick Heists,Violent
Hearts of Iron IV: Axis Armor Pack,Strategy,Simulation
Besiege,Building,Sandbox,Physics,Destruction,Puzzle,Medieval,Multiplayer,Simulation,Strategy,Science,Vehicular Combat,Relaxing,Third Person,Dark Humor,Singleplayer,Funny,Open World,LEGO,Co-op,Level Editor
ZED ZONE,Early Access,Survival,Zombies,Open World,Post-apocalyptic,Sandbox,Pixel Graphics,Building,Crafting,Action,Top-Down,Simulation,RPG,Walking Simulator,Roguelike,2D,Traditional Roguelike,Outbreak Sim,Roguelite,2.5D
Conqueror's Blade,Medieval,Tactical,Strategy,Action,Free to Play,Multiplayer,Massively Multiplayer,War,Singleplayer,Grand Strategy,Strategy RPG,Online Co-Op,Swordplay,Character Customization,PvP,Wargame,RTS,Action RTS,Tactical RPG,Real Time Tactics
Graveyard Keeper - Game Of Crone,Simulation,RPG,Adventure,Indie,Pixel Graphics,Management,Farming,Medieval
ATLAS,Survival,Open World,Pirates,Sailing,Adventure,Massively Multiplayer,Crafting,Naval Combat,Early Access,Online Co-Op,RPG,Multiplayer,MMORPG,Exploration,Sandbox,Base Building,Action,PvP,Co-op,PvE
Arma 3 Creator DLC: Western Sahara,Simulation,Action,Strategy,Violent,Military,Singleplayer
Choo-Choo Charles,Survival Horror,Open World,Horror,First-Person,Trains,Singleplayer,Shooter,Dark,3D,Action-Adventure,FPS,Adventure,Atmospheric,Indie,Psychological Horror,Choices Matter,Action,Hand-drawn,Thriller,Hentai
Crosshair X,Action,Utilities,Shooter,FPS,Software,Survival
Kingdom Two Crowns: Norse Lands,Adventure,Indie,Strategy,Simulation,Vikings
Day of Dragons,Simulation,Dragons,Survival,Indie,Early Access,RPG,Multiplayer,Open World,Sandbox,Fantasy,Flight,Exploration,PvP,Immersive Sim,Survival Horror,3D,Tactical RPG,First-Person,Realistic,Third Person
The Legend of Heroes: Trails of Cold Steel IV,RPG,JRPG,Anime,Turn-Based,Story Rich,Great Soundtrack,Singleplayer,Romance,Fantasy,Mechs,Turn-Based Combat,Adventure
Hunt: Showdown - The Phantom of the Catacombs,Action,Gore,Violent
Stellaris: Synthetic Dawn Story Pack,Strategy,Simulation,4X,Space
Euro Truck Simulator 2 - Wheel Tuning Pack,Simulation,Indie,Singleplayer,Multiplayer,Driving,Open World
Solasta: Crown of the Magister - Lost Valley,RPG,Strategy,Adventure,Indie,Fantasy,Class-Based,Choices Matter,Dungeons & Dragons,Singleplayer,Turn-Based Combat,Character Customization,Top-Down,Turn-Based Strategy,Story Rich,Tactical,Team-Based,CRPG,Tactical RPG,Turn-Based Tactics,Co-op Campaign
Biped,Emotional,3D Platformer,Split Screen,Co-op,Co-op Campaign,Multiplayer,Simulation,Level Editor,Puzzle,Local Co-Op,Online Co-Op,Adventure,Action,Puzzle Platformer,Strategy,Action-Adventure,Funny,Family Friendly,Cute,Physics
Streets of Rogue,Roguelite,Action Roguelike,Pixel Graphics,RPG,Multiplayer,Action,Indie,Roguelike,Co-op,Adventure,Local Co-Op,Funny,Online Co-Op,Stealth,Great Soundtrack,2D,Procedural Generation,Gore,Violent,Early Access
Summer Memories,Sexual Content,Nudity,Mature,Pixel Graphics,Anime,Hentai,RPG,Simulation,Multiple Endings,Time Management,Singleplayer,Visual Novel,FPS,Adventure,2D,JRPG,RPGMaker,Indie,Funny,Memes
Hunt: Showdown – Reap What You Sow,Action,Gore,Violent,Horror,PvP,America,First-Person,Lore-Rich,Survival Horror,Combat,Atmospheric,Dark,Perma Death,Hunting,Survival,FPS,Character Customization,Beautiful,Team-Based,Multiplayer
Wobbledogs,Wholesome,Dog,Sandbox,Cute,Colorful,Simulation,Life Sim,Family Friendly,Funny,Physics,Casual,Experimental,Artificial Intelligence,3D,Singleplayer,Indie,Procedural Generation,Stylized,Great Soundtrack,Early Access
Warhammer: Vermintide 2 - Back to Ubersreik,Action,Gore,Violent,Co-op,Games Workshop,Dark Fantasy,Fantasy,First-Person,Online Co-Op,Multiplayer,Atmospheric,Singleplayer,Replay Value,Moddable,Tactical,Adventure,Indie,Hack and Slash,Team-Based,PvE
Legion TD 2 - Multiplayer Tower Defense,Tower Defense,Multiplayer,Auto Battler,Strategy,Replay Value,PvP,Competitive,PvE,Online Co-Op,Co-op,Base Building,Resource Management,Fantasy,Sci-fi,Magic,3D,Mechs,Survival,2D,Medieval
SnowRunner - Season 4: New Frontiers,Adventure,Simulation,Racing
Euro Truck Simulator 2 - FH Tuning Pack,Simulation,Indie,Multiplayer,Singleplayer
Assetto Corsa - Dream Pack 3,Racing,Sports,Simulation,Indie
Townscaper,Controller,City Builder,Sandbox,Singleplayer,Relaxing,Base Building,Indie,Building,Simulation,Minimalist,Casual,Procedural Generation,Open World,Cute,Colorful,Stylized,Family Friendly,Atmospheric,Colony Sim,Cartoony
Creepy Tale 3: Ingrid Penance,Dark,Singleplayer,Horror,Narration,Escape Room,Puzzle,Drama,Point & Click,Mystery,Supernatural,Atmospheric,Psychological Horror,Adventure,Story Rich,Hand-drawn,Indie,RPG,2D,Side Scroller,Puzzle Platformer
Hello Neighbor 2,Adventure,Puzzle,Action-Adventure,First-Person,Horror,Parkour,Colorful,Singleplayer,Atmospheric,Psychological Horror,Action,Family Friendly,Stealth,Survival Horror,Dark,Story Rich,Artificial Intelligence,Sandbox,Thriller,Funny
The Case of the Golden Idol,Mystery,Detective,Investigation,Conspiracy,2D,Thriller,Interactive Fiction,Story Rich,Puzzle,Dark,Choices Matter,Atmospheric,Point & Click,Singleplayer,Historical,Pixel Graphics,Adventure,Crime,Narrative,Exploration
Little Inferno,Casual,Indie,Puzzle,Singleplayer,Funny,Satire,Comedy,Short,Great Soundtrack,Dark Humor,Adventure,Sandbox,Atmospheric,Story Rich,Dark,Touch-Friendly,2D,Point & Click,Surreal,Parody
Pocket Mirror ~ GoldenerTraum,Horror,Adventure,RPG,Casual,Puzzle,Interactive Fiction,Singleplayer,2D,Choose Your Own Adventure,Anime,Female Protagonist,Exploration,CRPG,Pixel Graphics,Colorful,Stylized,Top-Down,Dark,Atmospheric,Dark Fantasy
Amnesia: The Dark Descent,Horror,Gore,Survival Horror,Psychological Horror,Atmospheric,Puzzle,First-Person,Nudity,Dark,Adventure,Lovecraftian,Indie,Singleplayer,Stealth,Action,Exploration,Walking Simulator,Physics,Surreal,Story Rich
Forgive Me Father,FPS,Action,Lovecraftian,Shooter,Retro,3D,First-Person,Indie,Stylized,Cartoony,Violent,Gore,Psychedelic,Atmospheric,Dark Fantasy,Supernatural,Singleplayer,Mystery,Character Customization,Combat
Swords & Souls: Neverseen,Indie,RPG,Turn-Based Combat,Character Customization,Action RPG,Singleplayer,Turn-Based,Idler,Funny,2D,Fantasy,Casual,Strategy,Relaxing,Minigames,Cartoony,Colorful,Strategy RPG,Archery,Action
WORLD OF HORROR,Early Access,Horror,Survival Horror,Lovecraftian,Point & Click,Roguelite,Pixel Graphics,Psychological Horror,Unforgiving,2D,RPG,Roguelike,Turn-Based Combat,Survival,Card Game,Anime,Atmospheric,Mystery,Moddable,Adventure
Poppy Playtime - Chapter 2,Horror,Adventure,Action,Indie,Puzzle,Singleplayer,First-Person,Mystery,Survival Horror,Dark,Free to Play,Story Rich,Psychological Horror,Exploration,Thriller,Survival,Atmospheric,Action-Adventure,Cute,Physics
Voidtrain - Supporter Upgrade,Action,Indie,Simulation
Poppy Playtime,Horror,Singleplayer,Multiplayer,Puzzle,First-Person,Survival Horror,Free to Play,Dark,Mystery,Survival,Indie,Psychological Horror,Thriller,Lore-Rich,1980s,Atmospheric,Adventure,Action,Cartoony,Action-Adventure
Miss Neko 3,Nudity,Sexual Content,Hentai,NSFW,Anime,Mature,Cats,FPS,Casual,Match 3,Singleplayer,Cute,Romance,Relaxing,Psychological Horror,Cyberpunk,2D Platformer,Action-Adventure,Puzzle,Horror
Darkest Dungeon®: The Color Of Madness,Strategy,Indie,RPG,Lovecraftian,Difficult,Roguelike
Titan Quest: Atlantis,Action,RPG,Gore,Hack and Slash,Action RPG
Heroes of Hammerwatch,Roguelite,Action Roguelike,Pixel Graphics,Co-op,RPG,Multiplayer,Dungeon Crawler,Online Co-Op,Indie,Action,Adventure,2D,Procedural Generation,Top-Down,Hack and Slash,Roguelike,Singleplayer,Bullet Hell,Action RPG,Fantasy
Dice Kingdoms,Early Access,Board Game,City Builder,PvP,Multiplayer,Strategy,Medieval,Turn-Based,Turn-Based Strategy,Auto Battler,3D,Base Building,Action,Management,Minimalist,Stylized,Building,Singleplayer,Colorful,Indie
STAR WARS™: The Old Republic™,Free to Play,Multiplayer,MMORPG,Character Customization,Open World,RPG,Story Rich,Massively Multiplayer,Choices Matter,Sci-fi,Adventure,Space,Action,Third Person,PvP,Atmospheric,Action RPG,Party-Based RPG,Great Soundtrack,CRPG
Punch Club,Management,Time Management,Boxing,Beat 'em up,Pixel Graphics,RPG,2D Fighter,Fighting,Sports,Arcade,Simulation,Story Rich,Choices Matter,2D,Funny,Retro,Cartoony,Action,Atmospheric,1990's
Vampire: The Masquerade – Swansong,Adventure,Story Rich,Atmospheric,Singleplayer,Choices Matter,RPG,Violent,Third Person,Soundtrack,Drama,Action,Vampire,Narration,Female Protagonist,Multiple Endings,Mature,Conspiracy,Dark,Thriller,Puzzle
Syberia 3,Adventure,Puzzle,Story Rich,Point & Click,Female Protagonist,Atmospheric,Singleplayer,Great Soundtrack,Steampunk,Hidden Object,Third Person,Controller,Mystery,Escape Room,Open World,Choices Matter
War Thunder - Japanese Pacific Campaign,Action,Free to Play,Massively Multiplayer,Simulation
MADiSON,Horror,Psychological Horror,Dark,Survival Horror,First-Person,Puzzle,Survival,Adventure,Atmospheric,Indie,Violent,Singleplayer,Action,Simulation,Gore,Exploration,Story Rich,Demons,Stealth,Action-Adventure
Railway Empire,Strategy,Simulation,Management,Trains,Economy,Building,Historical,Trading,America,Singleplayer,Real-Time,Western,Sandbox,Transportation,City Builder,Family Friendly,Replay Value,Crafting,Resource Management,Exploration
Assetto Corsa - Dream Pack 1,Simulation,Racing,Sports,Indie,Multiplayer
Pistol Whip,VR,Action,Rhythm,Music,Shooter,On-Rails Shooter,FPS,Indie,Arcade,Bullet Hell,Bullet Time,First-Person,Assassin,Soundtrack,Singleplayer,Colorful,Gun Customization,Post-apocalyptic,Cyberpunk,Sci-fi
Bum Simulator,Simulation,Adventure,Action,Survival,Funny,Open World,Sandbox,Singleplayer,First-Person,Base Building,Memes,Comedy,Realistic,Building,Crafting,Physics,Co-op,Casual,Sexual Content,Dark Humor
Hollow Knight - Gods & Nightmares,Indie,Action,Soundtrack,Adventure,Great Soundtrack,Metroidvania,Difficult
Lake,Relaxing,Story Rich,Choose Your Own Adventure,Walking Simulator,Female Protagonist,1980s,Cozy,Open World,Multiple Endings,Choices Matter,Atmospheric,Adventure,Driving,Mature,Wholesome,LGBTQ+,Comedy,Third Person,Singleplayer,Romance
RUSSIAPHOBIA,Action,Memes,Indie,Massively Multiplayer,Adventure,Comedy,RPG,Simulation,Horror,Funny,Strategy,Relaxing,Family Friendly,Story Rich,Singleplayer,Political Sim,Open World,Stylized,Action-Adventure,Idler
Stationeers,Early Access,Space,Base Building,Science,Colony Sim,Sci-fi,Survival,Automation,Building,Physics,Open World Survival Craft,Agriculture,Management,Sandbox,Multiplayer,Co-op,Crafting,Open World,Mining,Mars
Surviving the Aftermath,Strategy,Simulation,City Builder,Post-apocalyptic,Survival,Colony Sim,Base Building,Building,Singleplayer,Management,Open World,Exploration,War,Difficult,Atmospheric,Tactical,Early Access,Isometric,Multiplayer,Resource Management
Stronghold Crusader HD,Real Time Tactics,City Builder,Colony Sim,Medieval,Building,Base Building,Sandbox,War,Management,Military,Economy,RTS,Strategy,Real-Time,Isometric,Open World,Resource Management,2D,Historical,Simulation
Aragami 2,Ninja,Stealth,Assassin,Online Co-Op,Co-op Campaign,Action,Action-Adventure,Stylized,Third Person,3D,Dark,Fantasy,Magic,Story Rich,Character Customization,Combat,PvE,Co-op,Multiplayer,Singleplayer
Your Only Move Is HUSTLE,2D Fighter,Turn-Based Strategy,Action,Strategy,Spectacle fighter,Turn-Based Tactics,2D,Sandbox,Simulation,Side Scroller,Pixel Graphics,Anime,Solitaire,Cartoon,Cinematic,Cartoony,Colorful,Hand-drawn,Cute,Minimalist
Batman - The Telltale Series,Choices Matter,Adventure,Story Rich,Superhero,Singleplayer,Episodic,Quick-Time Events,Action,Atmospheric,Point & Click,Dark,Comic Book,Choose Your Own Adventure,Detective,Noir,Violent,Visual Novel,Gore,Mature,Hidden Object
The Surge,Souls-like,Action,RPG,Sci-fi,Difficult,Third Person,Singleplayer,Mechs,Violent,Hack and Slash,Robots,Open World,Exploration,Cyberpunk,Action RPG,Gore,Adventure,Futuristic,Horror,Atmospheric
Batman: The Enemy Within - The Telltale Series,Adventure,Story Rich,Choices Matter,Point & Click,Singleplayer,Superhero,Episodic,Comic Book,Detective,Action,Quick-Time Events,Violent,Atmospheric,Dark,Third Person,Gore,Visual Novel,Choose Your Own Adventure,Mature
RutonyChat,Utilities,Video Production,Design & Illustration,Animation & Modeling,Software
Wingspan,Building,Board Game,Card Game,Strategy,Relaxing,Wholesome,Casual,Nature,Turn-Based Strategy,Cute,Tabletop,PvP,Singleplayer,Resource Management,Economy,Local Multiplayer,2D,Co-op,Local Co-Op,Multiplayer
Symphony of War: The Nephilim Saga,RPG,Tactical RPG,Story Rich,Fantasy,Adventure,Female Protagonist,Turn-Based Strategy,Lore-Rich,Strategy RPG,Drama,Romance,Pixel Graphics,Strategy,Indie,2D,Auto Battler,Singleplayer,JRPG,Tactical,Party-Based RPG
Fernbus Simulator,Automobile Sim,Simulation,Driving,Realistic,Singleplayer,Open World,Multiplayer,Moddable,First-Person,Atmospheric,Casual,Exploration,Physics,Relaxing,Management,Colorful,Replay Value,Adventure,Sexual Content,Story Rich
Party Panic,Multiplayer,4 Player Local,Casual,Funny,Local Multiplayer,Indie,Minigames,Action,Party,Party Game,Split Screen,Early Access,Co-op,Controller,Online Co-Op,Board Game,Family Friendly,Free to Play
Kingdoms and Castles,City Builder,Colony Sim,Strategy,Medieval,Building,Simulation,Sandbox,Singleplayer,Resource Management,Base Building,Survival,Management,RTS,Economy,Action,Colorful,Great Soundtrack,Relaxing,Open World,Crafting
Space Engineers - Wasteland,Strategy,Action,Indie,Simulation
Driver Booster for Steam,Utilities,Free to Play,Software
Ion Fury,FPS,Retro,Female Protagonist,Old School,Action,Gore,Cyberpunk,First-Person,Shooter,Violent,Indie,Singleplayer,2.5D,Fast-Paced,Great Soundtrack,1990's,Sci-fi,Classic,Exploration,Difficult
Creaks,Puzzle,Hand-drawn,Atmospheric,Surreal,2D,Puzzle Platformer,Stylized,Relaxing,Cartoon,Mystery,Supernatural,Singleplayer,Story Rich,Adventure,Platformer,Linear,Indie,Funny,Casual,Dark
MechWarrior 5: Mercenaries - Legend of the Kestrel Lancers,Simulation,Action,Mechs
